id_sofascore,canonical_name
822340.0,Phillip Tietz
822564.0,Finn Dahmen
822600.0,Exequiel Palacios
822877.0,Alexis Claude-Maurice
825740.0,Alex Král
825771.0,Marco Friedl
825956.0,Christoph Baumgartner
826069.0,Jonas Wind
826171.0,Senne Lynen
826205.0,Dan Zagadou
826884.0,Steffen Tigges
827192.0,Guilherme Ramos
828571.0,Bernardo
830127.0,Romano Schmid
830142.0,Jens Stage
830803.0,Danilho Doekhi
831400.0,Mathias Pereira Lage
834244.0,Mathias Rasmussen
835480.0,Loïs Openda
836711.0,Jan-Niklas Beste
837205.0,Florian Neuhaus
839898.0,Alessio Castro-Montes
841947.0,Lovro Majer
842188.0,Elvis Rexhbeçaj
842364.0,Joakim Mæhle
842526.0,Bakery Jatta
842869.0,Maxim Leitsch
842922.0,Stefan Schimmer
843665.0,Alphonso Davies
844131.0,Felix Götze
845742.0,Adrian Beck
846445.0,Martin Terrier
846471.0,Anthony Caci
848458.0,Arnaud Nordin
851254.0,Amos Pieper
855663.0,Diogo Leite
855808.0,Samuel Essende
856076.0,David Raum
856553.0,Ridle Baku
857740.0,Ozan Kabak
860461.0,Robin Fellhauer
861850.0,Martijn Kaars
861981.0,Nikolas Nartey
863271.0,Jeff Chabot
871621.0,Oladapo Afolayan
873106.0,Hiroki Itō
873347.0,Lars Ritzka
876858.0,Robin Hack
877302.0,András Schäfer
877544.0,Ragnar Ache
877842.0,Yannik Keitel
878081.0,Ermedin Demirović
878628.0,Sebastian Klaas
883262.0,Edmond Tapsoba
883537.0,Luis Díaz
885892.0,James Sands
886737.0,Derrick Köhn
887500.0,Danel Sinani
888537.0,Andreas Skov Olsen
888854.0,Connor Metcalfe
891510.0,Chris Führich
891651.0,Keven Schlotterbeck
893962.0,Lennard Maloney
896569.0,Kim Min-jae
901882.0,Angelo Stiller
901892.0,Albert Sambi Lokonga
902080.0,Kamil Grabara
902381.0,Junior Adamu
904835.0,Fábio Vieira
904991.0,Stanley Nsoki
905347.0,Yukinari Sugawara
906278.0,Josha Vagnoman
907463.0,Felix Nmecha
909485.0,Marvin Pieringer
914755.0,Patrick Osterhage
916176.0,Cameron Puertas
916943.0,Ramon Hendriks
916946.0,Wouter Burger
918437.0,Mikkel Kaufmann
920022.0,Omar Haktab Traore
920379.0,Nathan Tella
920525.0,Moritz Jenz
921033.0,Linton Maina
921789.0,Rasmus Kristensen
925790.0,Taichi Hara
925910.0,Shuto Machino
927340.0,Han-Noah Massengo
927405.0,Woo-Yeong Jeong
927407.0,Josip Stanišić
929620.0,Fabian Rieder
930272.0,Tom Krauß
933398.0,Felix Agu
933707.0,Jan Schöppner
933833.0,Christian Conteh
939830.0,Jonathan Burkardt
939880.0,Philipp Sander
940054.0,Karim Adeyemi
940236.0,Thomas Keller
940871.0,Nico Schlotterbeck
944899.0,Valentin Gendrey
945532.0,Daniel Elfadli
947929.0,Jesper Lindstrøm
949062.0,Silas
953097.0,Cenk Özkaçar
953767.0,Andrej Ilić
954061.0,Arnaud Kalimuendo
954076.0,Fábio Silva
957615.0,Robin Hranáč
960114.0,Olivier Deman
962898.0,Leonidas Stergiou
963043.0,Kristoffer Lund
963198.0,Chrislain Matsima
963801.0,Adam Hložek
964761.0,Ameen Al-Dakhil
965778.0,Arthur Theate
965950.0,Joel Schmied
971481.0,Arkadiusz Pyrka
973564.0,Nicolás Capaldo
975798.0,Malik Tillman
975800.0,Benedict Hollerbach
976421.0,Castello Lukeba
976575.0,Nicolas Seiwald
978062.0,Alexander Prass
978521.0,Victor Okoh Boniface
978838.0,Michael Olise
979144.0,Luca Netz
979290.0,Vinícius Souza
979315.0,Elye Wahi
979820.0,Philipp Treu
980418.0,Sacha Boey
980621.0,Paul Nebel
980626.0,Noah Atubolu
980628.0,Maximilian Beier
981562.0,Diant Ramaj
981788.0,Laurin Curda
983540.0,Tiago Tomás
987504.0,Patrick Wimmer
988252.0,Tim Siersleben
988476.0,Philip Otele
988639.0,Eric Martel
989056.0,Giovanni Reyna
989203.0,Immanuel Pherai
989630.0,Filip Bilbija
990201.0,Jamie Leweling
990209.0,Yannick Engelhardt
991824.0,Rayan Philippe
994529.0,Ricky-Jade Jones
994556.0,Carney Chukwuemeka
995316.0,Kilian Fischer
997012.0,Ansgar Knauff
999030.0,Warmed Omari
999276.0,Aurèle Amenda
1000263.0,Albert Grønbæk
1000269.0,Albian Hajdari
1002461.0,Joel Chima Fujita
1002813.0,Yan Couto
1002837.0,Piero Hincapié
1002920.0,Joe Scally
1003012.0,Ezequiel Fernández
1003339.0,Jarell Quansah
1005343.0,Justin Njinmah
1005834.0,Armindo Sieb
1006489.0,Loïc Badé
1008245.0,Oscar Fraulo
1009334.0,Lorenz Assignon
1010117.0,Fisnik Asllani
1010231.0,Jamal Musiala
1010726.0,Jan Uwe Thielmann
1012235.0,Ransford Yeboah Königsdörffer
1014290.0,Tim Lemperle
1014493.0,Rav van den Berg
1015164.0,Isaac Schmidt
1016810.0,Kevin Paredes
1019312.0,Jens Castrop
1019321.0,Igor Matanović
1020206.0,Sebastian Sebulonsen
1020422.0,Yuito Suzuki
1021075.0,William Bøving
1021272.0,Daniel Svensson
1028306.0,Sota Kawasaki
1028307.0,Kaishu Sano
1035752.0,Giorgi Gocholeishvili
1048009.0,El Chadaille Bitshiabu
1048569.0,Nnamdi Collins
1048650.0,Rocco Reitz
1064305.0,Nicolai Remberg
1064842.0,Denis Huseinbašić
1065051.0,Fabio Moreno Fell
1066042.0,Julian Niehues
1067120.0,Eren Dinkçi
1083382.0,Lukas Ullrich
1083387.0,Mattes Hansen
1083390.0,Mio Backhaus
1083410.0,Umut Tohumcu
1085381.0,Nicolas Jackson
1086547.0,Leopold Querfeld
1087043.0,Julián Malatini
1088896.0,Johan Bakayoko
1088897.0,Jenson Seelt
1090010.0,Marin Ljubičić
1097453.0,Luca Kerber
1100836.0,Samuel Mbangula
1102528.0,William Mikelbrencis
1107591.0,Mohamed Amoura
1112327.0,Ísak Bergmann Jóhannesson
1112796.0,Andreas Hountondji
1113488.0,Ismael Gharbi
1119502.0,Ernest Poku
1121923.0,Antonio Nusa
1122806.0,Arthur Chaves
1125024.0,Tomoya Ando
1126569.0,Bilal El Khannouss
1127788.0,Aaron Zehnter
1127790.0,Dženan Pejčinović
1127823.0,Luca Jaquez
1128638.0,Muhammed Damar
1128792.0,Calvin Brackelmann
1129365.0,Anton Kade
1129935.0,Tom Bischof
1130067.0,Fabio Chiarodia
1130946.0,Elias Saad
1130950.0,Grant-Leon Ranos
1131002.0,Derry Scherhant
1131337.0,Maximilian Rosenfelder
1131339.0,Jordy Makengo
1133743.0,Rômulo
1134083.0,Jobe Bellingham
1134578.0,Cole Campbell
1137131.0,Filippo Mané
1137900.0,Louis Oppie
1138150.0,Nikolas Veratschnig
1142210.0,Hugo Bolin
1142211.0,Hugo Larsson
1142248.0,Arijon Ibrahimović
1142251.0,Aleksandar Pavlović
1144143.0,Kota Takai
1146091.0,Damion Downs
1146148.0,Jean-Mattéo Bahoya
1146250.0,Max Finkgräfe
1149113.0,Oscar Højlund
1152505.0,Nelson Weiper
1153265.0,Badredine Bouanani
1154491.0,Jovan Milošević
1155226.0,Saël Kumbedi
1155383.0,Ezechiel Banzuzi
1159759.0,Nathaniel Brown
1166832.0,Keke Topp
1167764.0,Stefano Marino
1172815.0,Mika Baur
1173172.0,Jeanuël Belocian
1174761.0,Arthur
1180758.0,Adam Daghim
1184855.0,Konstantinos Koulierakis
1192318.0,Farès Chaïbi
1198074.0,Aljoscha Kemlein
1198075.0,Brajan Gruda
1199101.0,Santiago Castañeda
1210666.0,Tom Alexander Rothe
1215904.0,Rodrigo Ribeiro
1218056.0,Jonas Adjei Adjetey
1386651.0,Leo Scienza
1390682.0,Mert Kömür
1394353.0,Eliesse Ben Seghir
1402924.0,Jahmai Simpson-Pusey
1405212.0,Luka Vušković
1406171.0,Andrija Maksimović
1407524.0,Ibrahim Maza
1418620.0,Almugera Kabar
1418623.0,Assan Ouédraogo
1418649.0,Finn Jeltsch
1418703.0,Max Moerstedt
1426577.0,Tidiam Gomis
1427148.0,Lazar Jovanović
1440948.0,Can Uzun
1462742.0,Ilyas Ansah
1464641.0,Chema Andrés
1464642.0,Jeremy Arevalo
1474296.0,Younes Ebnoutalib
1481370.0,Aiman Dardari
1482424.0,Claudio Echeverri
1482433.0,Alejo Sarco
1482457.0,Felipe Chávez
1489220.0,David Daiber
1493305.0,Leon Avdullahu
1494826.0,Conrad Harder
1499696.0,Kento Shiogai
1500263.0,Aarón Anselmino
1508537.0,Cyriaque Irié
1513469.0,Livan Burcu
1517850.0,Jonah Sticker
1518931.0,Johan Manzambi
1546267.0,Fabio Baldé
1548910.0,Kacper Potulski
1568123.0,Bazoumana Touré
1568506.0,Dmytro Bogdanov
1568511.0,Jan Bürger
1568522.0,Montrell Culbreath
1568535.0,Otto Stange
1596105.0,Patrice Čović
1596573.0,Bruno Ogbus
1597260.0,Noahkai Banks
1605225.0,Aboubaka Soumahoro
1797852.0,Karim Coulibaly
1800475.0,Said El Mala
1861666.0,Samuele Inacio
1861975.0,Lennart Karl
1862226.0,Alexander Røssing-Lelesiit
1864750.0,Ruben Müller
1864760.0,Hennes Behrens
1864786.0,Salim Musah
1888501.0,Abdoulie Ceesay
1898148.0,Ayoube Amaimouni Echghouyab
1937795.0,Axel Tape
1937833.0,Luca Reggiani
1976732.0,Wisdom Mike
1977245.0,Love Arrhov
1979970.0,Ameen Al-Dakhil
1995809.0,Wael Mohya
1996846.0,Uchenna Ogundu
2029648.0,Christian Kofane
2087085.0,Yan Diomande
2114948.0,Pharell Hensel
2189165.0,Yannik Wagner
2192753.0,Adam Kölle
2197599.0,Youssoupha Niang
2245371.0,Fynn Schenten
2269705.0,Samba Konaté
2311163.0,Linus Guther
