whoscored_match_id,season,match_date,attendance,competition
1775681,2023/24,2023-10-04,81365,Champions League
1775682,2023/24,2023-10-04,52009,Champions League
1775683,2023/24,2023-10-25,52024,Champions League
1775684,2023/24,2023-10-25,45962,Champions League
1775685,2023/24,2023-11-07,75649,Champions League
1775686,2023/24,2023-11-07,81365,Champions League
1775687,2023/24,2023-11-28,75292,Champions League
1775688,2023/24,2023-11-28,46435,Champions League
1775689,2023/24,2023-12-13,52037,Champions League
1775690,2023/24,2023-12-13,81365,Champions League
1789428,2023/24,2024-02-21,49111,Champions League
1789429,2023/24,2024-02-21,49529,Champions League
1789430,2023/24,2024-02-14,46435,Champions League
1789431,2023/24,2024-02-20,73709,Champions League
1789432,2023/24,2024-02-20,34950,Champions League
1789433,2023/24,2024-02-14,57470,Champions League
1789434,2023/24,2024-02-13,35853,Champions League
1789435,2023/24,2024-02-13,45028,Champions League
1789436,2023/24,2024-03-12,60257,Champions League
1789437,2023/24,2024-03-12,50301,Champions League
1789438,2023/24,2024-03-05,39336,Champions League
1789439,2023/24,2024-03-13,69196,Champions League
1789440,2023/24,2024-03-13,81365,Champions League
1789441,2023/24,2024-03-05,75000,Champions League
1789442,2023/24,2024-03-06,51531,Champions League
1789443,2023/24,2024-03-06,76126,Champions League
1809757,2023/24,2024-04-16,50309,Champions League
1809758,2023/24,2024-04-10,47470,Champions League
1809759,2023/24,2024-04-17,52306,Champions League
1809760,2023/24,2024-04-10,68641,Champions League
1809761,2023/24,2024-04-09,76680,Champions League
1809762,2023/24,2024-04-16,81365,Champions League
1809763,2023/24,2024-04-17,75000,Champions League
1809764,2023/24,2024-04-09,60221,Champions League
1813802,2023/24,2024-05-01,81365,Champions League
1813803,2023/24,2024-05-07,46435,Champions League
1813972,2023/24,2024-04-30,75000,Champions League
1813973,2023/24,2024-05-08,76579,Champions League
1815322,2023/24,2024-06-01,86212,Champions League
