understat_match_id,understat_player_id,understat_team,player_name,minute,x,y,xg,result,shot_type,situation,side,last_action,player_assisted,season,source
28784,6382,Chelsea,Pedro Neto,22,80.64,25.7,0.019,Blocked,Left Foot,Open Play,h,Pass,Enzo Fernández,2025,understat
28784,12535,Chelsea,Josh Acheampong,22,101.01,37.13,0.0814,Blocked,Head,From Corner,h,Aerial,Reece James,2025,understat
28784,10542,Chelsea,Jamie Bynoe-Gittens,25,81.9,31.01,0.0226,Blocked,Left Foot,From Corner,h,None,,2025,understat
28784,8272,Chelsea,João Pedro,29,90.72,36.92,0.1088,Blocked,Left Foot,Open Play,h,Pass,Jamie Bynoe-Gittens,2025,understat
28784,9453,Chelsea,Moisés Caicedo,29,85.15,32.5,0.039,Blocked,Right Foot,Open Play,h,Rebound,,2025,understat
28784,10542,Chelsea,Jamie Bynoe-Gittens,29,84.52,45.76,0.02,Blocked,Right Foot,From Corner,h,None,,2025,understat
28784,6615,Chelsea,Trevoh Chalobah,29,95.97,32.91,0.1312,Off T,Right Foot,From Corner,h,Rebound,,2025,understat
28784,8497,Chelsea,Cole Palmer,46,85.37,35.5,0.0561,Blocked,Left Foot,Open Play,h,Interception,Reece James,2025,understat
28784,7134,Chelsea,Marc Cucurella,46,85.37,41.96,0.0319,Off T,Left Foot,Open Play,h,Rebound,,2025,understat
28784,8497,Chelsea,Cole Palmer,58,80.85,20.47,0.0517,Blocked,Left Foot,Direct Freekick,h,Standard,,2025,understat
28784,8272,Chelsea,João Pedro,61,101.22,32.37,0.0911,Off T,Head,From Corner,h,Aerial,Pedro Neto,2025,understat
28784,8497,Chelsea,Cole Palmer,63,96.7,27.68,0.095,Blocked,Right Foot,Open Play,h,None,,2025,understat
28784,13775,Chelsea,Estêvão,65,94.82,36.31,0.0988,Off T,Left Foot,Open Play,h,None,,2025,understat
28784,9017,Chelsea,Malo Gusto,88,74.65,27.2,0.0153,Off T,Right Foot,Open Play,h,Pass,Cole Palmer,2025,understat
28784,8868,Chelsea,Liam Delap,89,89.67,22.3,0.0443,Saved,Right Foot,Open Play,h,None,,2025,understat
28784,11808,Chelsea,Andrey Santos,92,90.2,33.93,0.3393,Off T,Left Foot,Open Play,h,Pass,Marc Cucurella,2025,understat
28784,11808,Chelsea,Andrey Santos,93,94.08,31.48,0.0864,Saved,Head,Open Play,h,Cross,Pedro Neto,2025,understat
28784,8706,Crystal Palace,Eberechi Eze,4,59.85,59.98,0.0071,Off T,Right Foot,Open Play,a,Pass,Marc Guehi,2025,understat
28784,8430,Crystal Palace,Chris Richards,8,94.29,31.55,0.0362,Off T,Head,Set Piece,a,None,,2025,understat
28784,5735,Crystal Palace,Jean-Philippe Mateta,17,77.7,21.28,0.014,Blocked,Right Foot,Open Play,a,Dispossessed,,2025,understat
28784,5735,Crystal Palace,Jean-Philippe Mateta,18,89.57,32.23,0.2983,Saved,Right Foot,Open Play,a,Pass,Adam Wharton,2025,understat
28784,8706,Crystal Palace,Eberechi Eze,24,74.45,50.46,0.0111,Saved,Right Foot,Set Piece,a,Pass,Adam Wharton,2025,understat
28784,8853,Crystal Palace,Maxence Lacroix,38,96.7,33.52,0.4324,Off T,Right Foot,Set Piece,a,Cross,Eberechi Eze,2025,understat
28784,8706,Crystal Palace,Eberechi Eze,48,89.98,37.74,0.0721,Blocked,Left Foot,Open Play,a,None,,2025,understat
28784,8706,Crystal Palace,Eberechi Eze,48,86.31,32.23,0.0557,Blocked,Right Foot,Open Play,a,None,,2025,understat
28784,12408,Crystal Palace,Daniel Muñoz,48,89.88,28.42,0.0614,Off T,Left Foot,Open Play,a,Rebound,,2025,understat
28784,8706,Crystal Palace,Eberechi Eze,68,63.42,45.76,0.0083,Blocked,Right Foot,Open Play,a,BallRecovery,,2025,understat
28784,5735,Crystal Palace,Jean-Philippe Mateta,76,75.39,20.88,0.0155,Saved,Right Foot,Open Play,a,Pass,Dean Henderson,2025,understat
28784,8706,Crystal Palace,Eberechi Eze,81,79.48,34.82,0.0256,Saved,Right Foot,Open Play,a,Pass,Ismaila Sarr,2025,understat
28785,4456,Nottingham Forest,Chris Wood,5,95.13,28.22,0.0867,Goal,Right Foot,From Corner,h,None,,2025,understat
28785,9154,Nottingham Forest,Elliot Anderson,10,88.62,23.39,0.0495,Blocked,Right Foot,Open Play,h,Pass,Morgan Gibbs-White,2025,understat
28785,9154,Nottingham Forest,Elliot Anderson,10,95.76,30.74,0.3447,Off T,Left Foot,Open Play,h,Cross,Neco Williams,2025,understat
28785,6857,Nottingham Forest,Morgan Gibbs-White,17,85.78,24.34,0.052,Blocked,Right Foot,Open Play,h,BallTouch,Ola Aina,2025,understat
28785,9154,Nottingham Forest,Elliot Anderson,17,81.8,23.05,0.0297,Saved,Left Foot,Open Play,h,Rebound,,2025,understat
28785,8662,Nottingham Forest,Dan Ndoye,41,95.34,31.28,0.3014,Goal,Head,Open Play,h,Cross,Morgan Gibbs-White,2025,understat
28785,4456,Nottingham Forest,Chris Wood,46,100.9,41.14,0.364,Goal,Left Foot,Open Play,h,BallRecovery,Elliot Anderson,2025,understat
28785,5722,Nottingham Forest,Ibrahim Sangare,54,72.45,41.14,0.0138,Off T,Right Foot,Open Play,h,Pass,Neco Williams,2025,understat
28785,6456,Nottingham Forest,Callum Hudson-Odoi,60,76.44,45.15,0.0158,Saved,Right Foot,Open Play,h,Pass,Morgan Gibbs-White,2025,understat
