whoscored_match_id,season,match_date,attendance,competition
1866226,2024/25,2024-10-22,9590,Champions League
1866227,2024/25,2025-01-22,56544,Champions League
1866228,2024/25,2024-09-17,31500,Champions League
1866229,2024/25,2024-12-11,60000,Champions League
1866230,2024/25,2024-09-18,56826,Champions League
1866231,2024/25,2025-01-29,42824,Champions League
1866232,2024/25,2025-01-21,22500,Champions League
1866233,2024/25,2024-10-22,9246,Champions League
1866234,2024/25,2025-01-21,13508,Champions League
1866235,2024/25,2024-11-05,23084,Champions League
1866236,2024/25,2024-11-06,18033,Champions League
1866237,2024/25,2024-10-01,60000,Champions League
1866238,2024/25,2024-10-22,41847,Champions League
1866239,2024/25,2024-11-27,21502,Champions League
1866240,2024/25,2024-09-19,14518,Champions League
1888111,2024/25,2025-02-12,24242,Champions League
1888112,2024/25,2025-02-18,21727,Champions League
1888113,2024/25,2025-02-12,57406,Champions League
1888114,2024/25,2025-02-18,75000,Champions League
1888115,2024/25,2025-02-11,41543,Champions League
1888116,2024/25,2025-02-12,45000,Champions League
1888117,2024/25,2025-02-11,39886,Champions League
1888118,2024/25,2025-02-19,80300,Champions League
1888119,2024/25,2025-02-11,52081,Champions League
1888120,2024/25,2025-02-18,54749,Champions League
1888121,2024/25,2025-02-19,35000,Champions League
1888122,2024/25,2025-02-19,77023,Champions League
1888123,2024/25,2025-02-11,15831,Champions League
1888124,2024/25,2025-02-19,47211,Champions League
1888125,2024/25,2025-02-12,12159,Champions League
1888126,2024/25,2025-02-18,60776,Champions League
1891163,2024/25,2025-03-04,26890,Champions League
1891164,2024/25,2025-03-04,81365,Champions League
1891165,2024/25,2025-03-04,77261,Champions League
1891166,2024/25,2025-03-05,75000,Champions League
1891167,2024/25,2025-03-04,34400,Champions League
1891168,2024/25,2025-03-05,43789,Champions League
1891169,2024/25,2025-03-05,47511,Champions League
1891170,2024/25,2025-03-05,62437,Champions League
1891171,2024/25,2025-03-12,42461,Champions League
1891172,2024/25,2025-03-12,48042,Champions League
1891173,2024/25,2025-03-12,69304,Champions League
1891174,2024/25,2025-03-11,30210,Champions League
1891175,2024/25,2025-03-12,59410,Champions League
1891176,2024/25,2025-03-11,55536,Champions League
1891177,2024/25,2025-03-11,59765,Champions League
1891178,2024/25,2025-03-11,47111,Champions League
1894447,2024/25,2025-04-16,75625,Champions League
1894448,2024/25,2025-04-08,75000,Champions League
1894551,2024/25,2025-04-09,49760,Champions League
1894552,2024/25,2025-04-15,81365,Champions League
1894553,2024/25,2025-04-09,47511,Champions League
1894554,2024/25,2025-04-15,42535,Champions League
1894555,2024/25,2025-04-08,60110,Champions League
1894556,2024/25,2025-04-16,77073,Champions League
1898209,2024/25,2025-04-30,50314,Champions League
1898210,2024/25,2025-05-06,75504,Champions League
1898211,2024/25,2025-04-29,59664,Champions League
1898212,2024/25,2025-05-07,47511,Champions League
1899310,2024/25,2025-05-31,64327,Champions League
